freq	spec	method	type
0.005555555555555556	4.421190955419808	raw	land
0.011111111111111112	0.1521006111534416	raw	land
0.016666666666666666	1.1134322651114028	raw	land
0.022222222222222223	0.11453014936529246	raw	land
0.02777777777777778	0.2391296353771563	raw	land
0.03333333333333333	0.07891514169485463	raw	land
0.03888888888888889	0.0330778279282213	raw	land
0.044444444444444446	0.24344898155671166	raw	land
0.05	0.057177391169285274	raw	land
0.05555555555555556	0.0037878367894638174	raw	land
0.061111111111111116	0.06415772732456233	raw	land
0.06666666666666667	0.00963701647276351	raw	land
0.07222222222222222	0.11448542364549137	raw	land
0.07777777777777778	0.12887917875388513	raw	land
0.08333333333333333	0.005045933860067881	raw	land
0.08888888888888889	0.2703726493173482	raw	land
0.09444444444444444	0.03731539375366082	raw	land
0.09999999999999999	0.08687441491505506	raw	land
0.10555555555555556	0.05333000379072517	raw	land
0.1111111111111111	0.0046791654877591	raw	land
0.11666666666666667	0.12047722279404534	raw	land
0.12222222222222222	0.1128805670727794	raw	land
0.1277777777777778	0.007390949660052761	raw	land
0.13333333333333336	0.19729385510997818	raw	land
0.1388888888888889	0.10854577672636224	raw	land
0.14444444444444446	0.0399065800885323	raw	land
0.15000000000000002	0.029508017463807813	raw	land
0.15555555555555556	0.13740237939832942	raw	land
0.16111111111111112	0.09786638183558798	raw	land
0.16666666666666669	0.37497066557539377	raw	land
0.17222222222222225	0.025653018288055156	raw	land
0.17777777777777778	0.07910905593681787	raw	land
0.18333333333333335	0.06744620317419722	raw	land
0.1888888888888889	0.2228191261407373	raw	land
0.19444444444444445	0.0065368984489024866	raw	land
0.2	0.00840713365067089	raw	land
0.20555555555555557	0.09092905099883906	raw	land
0.21111111111111114	0.28093709513660764	raw	land
0.21666666666666667	0.019177199604152182	raw	land
0.22222222222222224	0.1527247089544121	raw	land
0.2277777777777778	0.02261467013878852	raw	land
0.23333333333333334	0.03583963542106467	raw	land
0.2388888888888889	0.051588338822851694	raw	land
0.24444444444444446	0.01023199459503144	raw	land
0.25	0.2716735235273273	raw	land
0.25555555555555554	0.09250107175520839	raw	land
0.2611111111111111	0.03775109489174027	raw	land
0.26666666666666666	0.021580130212920275	raw	land
0.2722222222222222	0.012299862129991878	raw	land
0.2777777777777778	0.10453304884897473	raw	land
0.2833333333333333	0.014991780598636392	raw	land
0.28888888888888886	0.031683743431431995	raw	land
0.29444444444444445	0.014548755239409279	raw	land
0.3	0.003871204296261078	raw	land
0.3055555555555555	0.08619416806149685	raw	land
0.3111111111111111	0.0410774612827	raw	land
0.31666666666666665	0.004699605002765453	raw	land
0.3222222222222222	0.17022028642955703	raw	land
0.3277777777777778	0.3857320062941176	raw	land
0.3333333333333333	0.19463138702013608	raw	land
0.3388888888888889	0.1194935647762473	raw	land
0.34444444444444444	0.20914640317382577	raw	land
0.35	0.06633730673272421	raw	land
0.35555555555555557	0.003316134453049818	raw	land
0.3611111111111111	0.056589333339609256	raw	land
0.36666666666666664	0.14655903834894793	raw	land
0.37222222222222223	0.12184263316226293	raw	land
0.37777777777777777	0.015668574395869394	raw	land
0.3833333333333333	0.015862072379999544	raw	land
0.3888888888888889	0.07513340280320698	raw	land
0.39444444444444443	0.03937857743534761	raw	land
0.4	0.10992911636400551	raw	land
0.40555555555555556	0.12748822631219353	raw	land
0.4111111111111111	0.12009923043132696	raw	land
0.4166666666666667	0.3185714503570896	raw	land
0.4222222222222222	0.013851113763234458	raw	land
0.42777777777777776	0.018468705874536022	raw	land
0.43333333333333335	0.27845066430038284	raw	land
0.4388888888888889	0.04802710511653539	raw	land
0.4444444444444444	0.04163218432470244	raw	land
0.45	0.06036680526810357	raw	land
0.45555555555555555	0.1654852067340453	raw	land
0.4611111111111111	0.04768911206945585	raw	land
0.4666666666666667	0.03511648916017738	raw	land
0.4722222222222222	0.046278375633274804	raw	land
0.4777777777777778	0.09048112911449104	raw	land
0.48333333333333334	0.2000123849465779	raw	land
0.4888888888888889	0.26685240623921747	raw	land
0.49444444444444446	0.007038306195728776	raw	land
0.5	0.08079300007111441	raw	land
0.005555555555555556	2.5542537950245245	smooth	land
0.011111111111111112	1.9328586587006213	smooth	land
0.016666666666666666	1.226951230249483	smooth	land
0.022222222222222223	0.6588125935958103	smooth	land
0.02777777777777778	0.3265907164023233	smooth	land
0.03333333333333333	0.18864783849740957	smooth	land
0.03888888888888889	0.13051214405375675	smooth	land
0.044444444444444446	0.10141076274193007	smooth	land
0.05	0.08207864734749212	smooth	land
0.05555555555555556	0.06768416324934474	smooth	land
0.061111111111111116	0.06187570848811696	smooth	land
0.06666666666666667	0.06410448589996255	smooth	land
0.07222222222222222	0.0782774108216234	smooth	land
0.07777777777777778	0.09336432585874067	smooth	land
0.08333333333333333	0.10280632823055524	smooth	land
0.08888888888888889	0.10476811973225837	smooth	land
0.09444444444444444	0.09446224699925874	smooth	land
0.09999999999999999	0.08200396047230284	smooth	land
0.10555555555555556	0.0727039640525969	smooth	land
0.1111111111111111	0.0686832307786051	smooth	land
0.11666666666666667	0.07602655918796061	smooth	land
0.12222222222222222	0.08601272328628005	smooth	land
0.1277777777777778	0.09248330251807478	smooth	land
0.13333333333333336	0.09558866205288542	smooth	land
0.1388888888888889	0.09188614412587727	smooth	land
0.14444444444444446	0.09065293884716685	smooth	land
0.15000000000000002	0.10178467308626304	smooth	land
0.15555555555555556	0.11850534624351902	smooth	land
0.16111111111111112	0.13456169836562107	smooth	land
0.16666666666666669	0.1424133779844016	smooth	land
0.17222222222222225	0.13449266456760262	smooth	land
0.17777777777777778	0.11828841263403891	smooth	land
0.18333333333333335	0.10230017176568403	smooth	land
0.1888888888888889	0.09108797718760964	smooth	land
0.19444444444444445	0.08778513361487093	smooth	land
0.2	0.09211981891727632	smooth	land
0.20555555555555557	0.10223572589920485	smooth	land
0.21111111111111114	0.108104908060963	smooth	land
0.21666666666666667	0.10337319572203259	smooth	land
0.22222222222222224	0.09004017022298287	smooth	land
0.2277777777777778	0.07301219930183615	smooth	land
0.23333333333333334	0.06613571392574803	smooth	land
0.2388888888888889	0.07292551984963094	smooth	land
0.24444444444444446	0.08538880983175348	smooth	land
0.25	0.0939927373454206	smooth	land
0.25555555555555554	0.08841457675229306	smooth	land
0.2611111111111111	0.07335808016496836	smooth	land
0.26666666666666666	0.05730598791571016	smooth	land
0.2722222222222222	0.04516344940623333	smooth	land
0.2777777777777778	0.039416329099376014	smooth	land
0.2833333333333333	0.035703530870171266	smooth	land
0.28888888888888886	0.03315510274250085	smooth	land
0.29444444444444445	0.03186361004725875	smooth	land
0.3	0.03435500711180811	smooth	land
0.3055555555555555	0.04856920512629049	smooth	land
0.3111111111111111	0.07634343495501812	smooth	land
0.31666666666666665	0.11413796129237434	smooth	land
0.3222222222222222	0.15608910423156488	smooth	land
0.3277777777777778	0.1863350071932249	smooth	land
0.3333333333333333	0.18985970360361035	smooth	land
0.3388888888888889	0.17015988305128965	smooth	land
0.34444444444444444	0.1379322649631268	smooth	land
0.35	0.10561362924437838	smooth	land
0.35555555555555557	0.0866067788837959	smooth	land
0.3611111111111111	0.08016887198395986	smooth	land
0.36666666666666664	0.07746820512698464	smooth	land
0.37222222222222223	0.07268208587749145	smooth	land
0.37777777777777777	0.06472613954974119	smooth	land
0.3833333333333333	0.059554571921771986	smooth	land
0.3888888888888889	0.06224247921540876	smooth	land
0.39444444444444443	0.07659903135104829	smooth	land
0.4	0.10110193936016099	smooth	land
0.40555555555555556	0.12186006869960153	smooth	land
0.4111111111111111	0.1345206310536096	smooth	land
0.4166666666666667	0.1386872609068322	smooth	land
0.4222222222222222	0.1293815508081577	smooth	land
0.42777777777777776	0.11771488052188014	smooth	land
0.43333333333333335	0.10846035744481038	smooth	land
0.4388888888888889	0.09730724357327045	smooth	land
0.4444444444444444	0.08982286481462985	smooth	land
0.45	0.08461389686400636	smooth	land
0.45555555555555555	0.07771260947844541	smooth	land
0.4611111111111111	0.07350815798021827	smooth	land
0.4666666666666667	0.07839019904509666	smooth	land
0.4722222222222222	0.09270994090073466	smooth	land
0.4777777777777778	0.11098693715034626	smooth	land
0.48333333333333334	0.12551679130185875	smooth	land
0.4888888888888889	0.12665579120714004	smooth	land
0.49444444444444446	0.11878611864995817	smooth	land
0.5	0.11485501855190913	smooth	land
0.005555555555555556	1.2813133550481075	raw	ocean
0.011111111111111112	0.09744228612625672	raw	ocean
0.016666666666666666	0.4212309929160937	raw	ocean
0.022222222222222223	0.008132207122106222	raw	ocean
0.02777777777777778	0.02414546102122855	raw	ocean
0.03333333333333333	0.007845128739936251	raw	ocean
0.03888888888888889	0.00915026744733516	raw	ocean
0.044444444444444446	0.05097865196104906	raw	ocean
0.05	0.1195571311744535	raw	ocean
0.05555555555555556	0.0028244147057028624	raw	ocean
0.061111111111111116	0.01914100123994981	raw	ocean
0.06666666666666667	0.07320975002366341	raw	ocean
0.07222222222222222	0.0016947214357986196	raw	ocean
0.07777777777777778	0.03511548739545884	raw	ocean
0.08333333333333333	0.017421051035690523	raw	ocean
0.08888888888888889	0.02553460983458636	raw	ocean
0.09444444444444444	0.016904526609930883	raw	ocean
0.09999999999999999	0.030241664503148993	raw	ocean
0.10555555555555556	0.03037225534851366	raw	ocean
